country,room_type,traveler_type,nr_nights,year,month,score,full_review,emotion,emotion_score,year_month
Portugal,Double Room,Couple,1,2023,4,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-04
Portugal,Single Room,Solo traveller,1,2023,4,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-04
Portugal,Single Room,Solo traveller,1,2023,4,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-04
Portugal,Twin Room,Couple,1,2023,3,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-03
Portugal,Double Room,Family,1,2023,3,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-03
Portugal,Single Room,Group,1,2023,3,1.0,"Very noisy, no air conditioning and plug No highlights mentioned. No issues mentioned.",neutral,0.3299470543861389,2023-03
Brazil,Single Room,Solo traveller,1,2023,3,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-03
Portugal,Double Room,Couple,2,2023,3,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-03
Portugal,Single Room,Solo traveller,1,2023,3,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-03
Portugal,Single Room,Solo traveller,1,2023,2,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-02
Spain,Double Room,Couple,1,2023,2,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-02
Portugal,Single Room,Solo traveller,3,2023,2,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-02
Portugal,Double Room,Couple,2,2022,12,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-12
Brazil,Double Room,Couple,1,2023,2,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-02
Argentina,Double Room,Family,1,2023,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-02
Spain,Double Room,Family,1,2023,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-02
Portugal,Double Room,Couple,1,2023,2,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-02
Argentina,Twin Room,Family,1,2023,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-02
Portugal,Double Room,Family,1,2023,2,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-02
Colombia,Double Room,Couple,3,2023,1,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-01
Portugal,Single Room,Solo traveller,1,2023,1,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-01
Angola,Single Room,Solo traveller,2,2023,1,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-01
Portugal,Double Room,Couple,2,2023,1,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-01
Portugal,Double Room,Couple,1,2023,1,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-01
United Kingdom,Twin Room,Couple,7,2022,12,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-12
Portugal,Double Room,Group,1,2023,1,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-01
Portugal,Twin Room,Couple,2,2023,1,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-01
Portugal,Double Room,Couple,1,2022,12,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-12
Portugal,Double Room,Couple,1,2022,12,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-12
Portugal,Double Room,Family,1,2022,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-11
Portugal,Double Room,Solo traveller,4,2022,12,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-12
Portugal,Twin Room,Family,1,2022,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-11
Portugal,Double Room,Family,1,2022,12,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-12
Portugal,Double Room,Group,1,2022,12,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-12
Spain,Double Room,Couple,1,2022,12,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-12
Portugal,Double Room,Couple,1,2022,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-10
Spain,Double Room,Couple,1,2022,12,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-12
Spain,Twin Room,Family,1,2022,11,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-11
Spain,Double Room,Family,1,2022,11,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-11
Brazil,Twin Room,Couple,1,2022,11,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-11
Italy,Double Room,Couple,1,2022,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-11
Brazil,Single Room,Solo traveller,7,2022,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-11
Italy,Double Room,Group,3,2022,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-10
Portugal,Double Room,Couple,2,2022,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-09
Portugal,Double Room,Family,1,2022,10,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-10
Portugal,Single Room,Solo traveller,1,2022,11,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-11
Portugal,Double Room,Couple,1,2022,11,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-11
Portugal,Double Room,Family,3,2022,10,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-10
Brazil,Twin Room,Couple,1,2022,8,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-08
Portugal,Double Room,Couple,1,2022,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-10
Portugal,Twin Room,Family,1,2022,10,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-10
Spain,Double Room,Family,1,2022,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-10
Portugal,Twin Room,Solo traveller,1,2022,9,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2022-09
Argentina,Twin Room,Family,2,2022,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-10
Portugal,Double Room,Couple,4,2022,10,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-10
Germany,Twin Room,Solo traveller,1,2022,10,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-10
Switzerland,Single Room,Solo traveller,9,2022,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-10
Portugal,Single Room,Solo traveller,1,2022,10,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-10
Brazil,Double Room,Solo traveller,14,2022,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-09
France,Single Room,Family,1,2022,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-09
Portugal,Double Room,Solo traveller,1,2022,10,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-10
Belgium,Single Room,Solo traveller,1,2022,9,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-09
Portugal,Double Room,Couple,1,2022,9,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-09
Portugal,Twin Room,Solo traveller,3,2022,9,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-09
United Kingdom,Double Room,Couple,3,2022,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-09
Germany,Double Room,Couple,1,2022,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-08
Brazil,Double Room,Solo traveller,1,2022,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-09
Brazil,Single Room,Solo traveller,3,2022,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-09
Spain,Double Room,Family,1,2022,9,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-09
Portugal,Single Room,Solo traveller,1,2022,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-08
Portugal,Single Room,Solo traveller,7,2022,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-09
Belgium,Single Room,Solo traveller,1,2022,9,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-09
Portugal,Single Room,Solo traveller,3,2022,8,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-08
Spain,Double Room,Couple,6,2022,9,8.0,"Value for money very well is a modest site, and the staff is very friendly No highlights mentioned. No issues mentioned.",neutral,0.7425777912139893,2022-09
Brazil,Single Room,Solo traveller,1,2022,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-09
Israel,Single Room,Solo traveller,1,2022,8,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-08
Portugal,Twin Room,Group,3,2022,6,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-06
Unknown,Single Room,Solo traveller,4,2022,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-08
Spain,Single Room,Solo traveller,2,2022,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-08
Brazil,Single Room,Solo traveller,15,2022,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-08
Russia,Twin Room,Family,2,2022,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-08
Portugal,Single Room,Solo traveller,1,2022,8,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-08
Spain,Double Room,Couple,1,2022,8,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-08
Spain,Double Room,Couple,5,2022,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-08
France,Double Room,Family,1,2022,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-08
Spain,Double Room,Family,1,2022,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-07
Brazil,Single Room,Solo traveller,1,2022,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-06
Portugal,Double Room,Family,1,2022,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-06
Ukraine,Single Room,Group,1,2022,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-07
Poland,Twin Room,Couple,3,2022,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-07
Switzerland,Double Room,Family,2,2022,6,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-06
Portugal,Single Room,Solo traveller,1,2022,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-07
France,Double Room,Couple,1,2022,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-06
Brazil,Twin Room,Couple,1,2022,7,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-07
Spain,Single Room,Solo traveller,2,2022,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-07
Spain,Single Room,Couple,1,2022,7,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2022-07
France,Twin Room,Couple,1,2022,6,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-06
Portugal,Twin Room,Couple,1,2022,6,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2022-06
Panama,Twin Room,Group,3,2022,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-06
France,Double Room,Family,3,2022,6,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-06
Spain,Twin Room,Family,1,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Portugal,Double Room,Couple,1,2022,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-06
Austria,Twin Room,Solo traveller,2,2022,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-06
Spain,Single Room,Solo traveller,1,2022,5,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-05
Brazil,Double Room,Couple,1,2022,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-05
Portugal,Twin Room,Solo traveller,2,2022,5,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2022-05
Germany,Double Room,Couple,3,2022,5,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-05
France,Double Room,Group,3,2022,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-05
Spain,Double Room,Couple,3,2022,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-05
Portugal,Single Room,Solo traveller,2,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Portugal,Twin Room,Couple,1,2022,5,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2022-05
Spain,Double Room,Family,1,2022,5,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2022-05
Brazil,Double Room,Couple,1,2022,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-05
Portugal,Double Room,Family,3,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Portugal,Double Room,Couple,2,2022,3,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-03
Brazil,Double Room,Family,2,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Portugal,Double Room,Couple,2,2022,4,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-04
Portugal,Double Room,Couple,1,2022,4,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-04
Spain,Double Room,Family,4,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Spain,Double Room,Family,2,2022,4,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2022-04
Portugal,Double Room,Couple,2,2022,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2022-04
Brazil,Double Room,Solo traveller,1,2022,4,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2022-04
Spain,Single Room,Solo traveller,1,2022,3,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2022-03
Portugal,Double Room,Couple,1,2022,3,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2022-03
