country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
united kingdom,comfort double room,couple,4,2024,10,9.0,superb,no review,no review
united states,comfort king room,couple,3,2024,10,9.0,superb,no review,no review
united states,comfort king room,couple,4,2024,9,9.0,nice stay,no review,no review
sweden,comfort king room,couple,4,2024,10,10.0,exceptional,no review,no review
portugal,comfort king room,solo traveller,1,2024,10,10.0,exceptional,no review,no review
australia,deluxe panoramic suite,couple,4,2024,10,8.0,very good,no review,no review
united kingdom,comfort single room,solo traveller,2,2024,9,8.0,very good,no review,no review
united kingdom,suite premium deluxe,couple,2,2024,9,10.0,exceptional,no review,no review
israel,comfort king room,family,4,2024,9,9.0,superb,no review,no review
ireland,comfort king room,family,1,2024,9,8.0,very good,no review,no review
canada,comfort double room,couple,3,2024,9,8.0,very good,no review,no review
ireland,comfort twin room,family,1,2024,9,8.0,very good,no review,no review
netherlands,comfort single room,group,1,2024,7,10.0,exceptional,no review,no review
brazil,comfort family room,family,1,2024,8,10.0,exceptional,no review,no review
united kingdom,comfort double room,couple,3,2024,9,9.0,superb,no review,no review
united states,comfort king room,couple,2,2024,9,10.0,exceptional,no review,no review
netherlands,comfort twin room,solo traveller,1,2024,8,10.0,exceptional,no review,no review
ireland,comfort king room,couple,5,2024,7,8.0,very good,no review,no review
greece,comfort twin room,couple,1,2024,8,9.0,superb,no review,no review
canada,comfort double room,couple,2,2024,8,8.0,very good,no review,no review
portugal,comfort double room,solo traveller,1,2024,8,10.0,exceptional,no review,no review
united states,comfort double room,family,1,2024,8,10.0,exceptional,no review,no review
united kingdom,comfort double room,solo traveller,4,2024,8,9.0,superb,no review,no review
united states,comfort double room,couple,3,2024,8,9.0,superb,no review,no review
australia,comfort double room,couple,3,2024,8,9.0,superb,no review,no review
united kingdom,comfort double room,couple,4,2024,8,8.0,very good,no review,no review
israel,plus comfort suite,family,2,2024,8,8.0,very good,no review,no review
australia,comfort single room,solo traveller,4,2024,8,8.0,very good,no review,no review
canada,comfort king room,couple,1,2024,8,8.0,very good,no review,no review
portugal,comfort double room,solo traveller,1,2024,8,10.0,exceptional,no review,no review
spain,comfort family room,family,1,2024,7,9.0,superb,no review,no review
portugal,deluxe panoramic suite,group,3,2024,4,9.0,superb,no review,no review
united kingdom,comfort twin room,family,1,2024,7,9.0,superb,no review,no review
united kingdom,comfort single room,solo traveller,2,2024,7,9.0,superb,no review,no review
portugal,comfort double room,couple,2,2024,7,9.0,superb,no review,no review
united kingdom,comfort double room,couple,4,2024,7,10.0,exceptional,no review,no review
lebanon,plus comfort suite,family,3,2024,6,9.0,superb,no review,no review
united kingdom,comfort double room,couple,1,2024,7,9.0,superb,no review,no review
canada,comfort king room,couple,2,2024,7,8.0,very good,no review,no review
israel,comfort double room,family,2,2024,7,8.0,very good,no review,no review
israel,comfort king room,couple,3,2024,7,9.0,superb,no review,no review
switzerland,comfort single room,solo traveller,1,2024,6,10.0,exceptional,no review,no review
romania,comfort king room,couple,3,2024,7,10.0,exceptional,no review,no review
belgium,comfort double room,solo traveller,1,2024,7,9.0,superb,no review,no review
canada,comfort king room,family,4,2024,7,9.0,"excellent location in the heart of porto, with top class amenities",no review,no review
portugal,comfort single room,solo traveller,1,2024,7,9.0,superb,no review,no review
united states,comfort family room plus,family,2,2024,6,8.0,very good,no review,no review
united kingdom,comfort family room,family,1,2024,6,10.0,exceptional,no review,no review
australia,comfort double room,couple,4,2024,6,8.0,very good,no review,no review
united kingdom,comfort double room,couple,1,2024,6,10.0,exceptional,no review,no review
ireland,comfort double room,couple,3,2024,6,10.0,exceptional,no review,no review
puerto rico,comfort family room plus,family,4,2024,3,10.0,exceptional,no review,no review
qatar,comfort family room plus,family,3,2024,6,8.0,very good,no review,no review
qatar,comfort family room,family,2,2024,6,8.0,very good,no review,no review
australia,suite premium deluxe,solo traveller,3,2024,6,10.0,exceptional,no review,no review
canada,comfort double room,couple,2,2024,6,8.0,very good,no review,no review
united states,comfort twin room,family,1,2024,6,9.0,superb,no review,no review
canada,comfort twin room,group,1,2024,6,9.0,superb,no review,no review
united kingdom,double room - disability access,group,3,2024,6,8.0,very good,no review,no review
united states,comfort king room,family,4,2024,6,10.0,exceptional,no review,no review
united states,comfort suite,family,2,2024,6,10.0,exceptional,no review,no review
united kingdom,comfort king room,group,3,2024,6,10.0,exceptional,no review,no review
united kingdom,comfort double room,family,1,2024,6,9.0,superb,no review,no review
israel,comfort king room,group,3,2024,5,8.0,very good,no review,no review
united kingdom,comfort family room plus,family,3,2024,5,8.0,very good,no review,no review
netherlands,comfort single room,solo traveller,2,2024,3,8.0,very good,no review,no review
mozambique,double room - disability access,solo traveller,2,2024,5,8.0,very good,no review,no review
turkey,comfort double room,family,1,2024,5,10.0,exceptional,no review,no review
iceland,comfort king room,family,7,2024,5,8.0,very good,no review,no review
thailand,comfort twin room,couple,1,2024,5,10.0,exceptional,no review,no review
slovenia,comfort family room,family,3,2024,5,8.0,very good,no review,no review
united kingdom,comfort double room,couple,3,2024,4,8.0,very good,no review,no review
