country,room_type,traveler_type,nr_nights,date,year,month,score,title_review_en,pos_review_en,neg_review_en
Brazil,Double Room,Couple,1,April 2022,2022,April,6.0,Pleasant,No review,No review
Spain,Single Room,Group,3,April 2022,2022,April,5.0,Passable,No review,No review
Spain,Double Room,Couple,2,April 2022,2022,April,7.0,Good,No review,No review
Spain,Twin Room,Group,3,April 2022,2022,April,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,4,April 2022,2022,April,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,April 2022,2022,April,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,April 2022,2022,April,7.0,Good,No review,No review
Portugal,Double Room,Solo traveller,3,March 2022,2022,March,5.0,Passable,No review,No review
Portugal,Twin Room,Family,1,March 2022,2022,March,7.0,Good,No review,No review
Portugal,Double Room,Solo traveller,1,March 2025,2025,March,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,March 2025,2025,March,8.0,Very good,No review,No review
Portugal,Twin Room,Couple,1,March 2025,2025,March,4.0,Disappointing,No review,No review
Brazil,Double Room,Family,1,March 2025,2025,March,8.0,Very good,No review,No review
Portugal,Single Room,Solo traveller,2,February 2025,2025,February,3.0,Poor,No review,No review
Italy,Double Room,Couple,1,February 2025,2025,February,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,1,February 2025,2025,February,4.0,Disappointing,No review,No review
Spain,Single Room,Solo traveller,5,February 2025,2025,February,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,January 2025,2025,January,3.0,Poor,No review,No review
Portugal,Twin Room,Solo traveller,2,February 2025,2025,February,3.0,Poor,No review,No review
Portugal,Double Room,Family,1,January 2025,2025,January,9.0,Superb,No review,No review
Portugal,Double Room,Couple,1,November 2024,2024,November,8.0,Very good,No review,No review
France,Double Room,Family,1,January 2025,2025,January,4.0,Disappointing,No review,No review
Brazil,Double Room,Solo traveller,1,January 2025,2025,January,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,1,December 2024,2024,December,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,1,December 2024,2024,December,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,4,December 2024,2024,December,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,December 2024,2024,December,8.0,Very good,No review,No review
Spain,Double Room,Solo traveller,2,December 2024,2024,December,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,3,December 2024,2024,December,9.0,Superb,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,1,November 2024,2024,November,4.0,Disappointing,No review,No review
Portugal,Twin Room,Family,1,November 2024,2024,November,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,1,November 2024,2024,November,9.0,Superb,No review,No review
Portugal,Twin Room,Couple,1,October 2024,2024,October,1.0,Bad,No review,No review
France,Double Room,Solo traveller,4,October 2024,2024,October,8.0,Very good,No review,No review
Spain,Single Room,Solo traveller,1,October 2024,2024,October,4.0,Regular,No review,No review
Spain,Single Room,Solo traveller,3,September 2024,2024,September,8.0,Very good,No review,No review
Portugal,Twin Room,Solo traveller,1,October 2024,2024,October,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,3.0,Poor,No review,No review
France,Twin Room,Family,1,October 2024,2024,October,9.0,Superb,No review,No review
Portugal,Twin Room,Family,2,October 2024,2024,October,8.0,Very good,No review,No review
Spain,Double Room,Family,1,October 2024,2024,October,2.0,Very poor,No review,No review
Italy,Single Room,Solo traveller,2,October 2024,2024,October,9.0,Superb,No review,No review
Portugal,Double Room,Couple,4,October 2024,2024,October,2.0,Very poor,No review,No review
Spain,Double Room,Group,4,October 2024,2024,October,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,October 2024,2024,October,8.0,Very good,No review,No review
Portugal,Twin Room,Group,1,October 2024,2024,October,9.0,Superb,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,2,September 2024,2024,September,9.0,Superb,No review,No review
Spain,Twin Room,Couple,3,September 2024,2024,September,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,3.0,Poor,No review,No review
Portugal,Single Room,Solo traveller,1,September 2024,2024,September,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,8.0,Very good,No review,No review
Portugal,Twin Room,Couple,2,September 2024,2024,September,10.0,Exceptional,No review,No review
Italy,Single Room,Solo traveller,1,September 2024,2024,September,8.0,Very good,No review,No review
Brazil,Double Room,Family,1,July 2024,2024,July,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,August 2024,2024,August,10.0,Exceptional,No review,No review
Portugal,Twin Room,Family,1,August 2024,2024,August,9.0,Superb,No review,No review
Spain,Double Room,Couple,3,August 2024,2024,August,8.0,Very good,No review,No review
Spain,Double Room,Group,1,August 2024,2024,August,8.0,Very good,No review,No review
France,Double Room,Couple,2,August 2024,2024,August,10.0,Exceptional,No review,No review
Portugal,Twin Room,Couple,1,August 2024,2024,August,10.0,Exceptional,No review,No review
Brazil,Single Room,Couple,1,August 2024,2024,August,10.0,Exceptional,No review,No review
Brazil,Double Room,Couple,2,July 2024,2024,July,4.0,Disappointing,No review,No review
Portugal,Double Room,Couple,1,August 2024,2024,August,9.0,Superb,No review,No review
Portugal,Double Room,Couple,1,July 2024,2024,July,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,2,July 2024,2024,July,8.0,Very good,No review,No review
Portugal,Double Room,Family,1,June 2024,2024,June,8.0,Very good,No review,No review
Spain,Double Room,Couple,1,July 2024,2024,July,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,1,July 2024,2024,July,10.0,Exceptional,No review,No review
Spain,Double Room,Family,1,July 2024,2024,July,8.0,Very good,No review,No review
Spain,Double Room,Family,1,July 2024,2024,July,2.0,Very poor,No review,No review
Portugal,Twin Room,Group,2,July 2024,2024,July,4.0,Disappointing,No review,No review
Romania,Twin Room,Family,6,July 2024,2024,July,3.0,Poor,No review,No review
Portugal,Double Room,Family,2,July 2024,2024,July,8.0,Very good,No review,No review
Portugal,Double Room,Couple,2,June 2024,2024,June,8.0,Very good,No review,No review
France,Twin Room,Family,1,June 2024,2024,June,4.0,Disappointing,No review,No review
Spain,Twin Room,Couple,2,June 2024,2024,June,3.0,Poor,No review,No review
Andorra,Single Room,Couple,1,June 2024,2024,June,4.0,CAN CANSELAR PRECO 52 TO 2 PEOPLE This was all lie,No review,No review
Portugal,Twin Room,Family,1,June 2024,2024,June,10.0,Exceptional,No review,No review
France,Single Room,Solo traveller,5,June 2024,2024,June,8.0,Very good,No review,No review
Portugal,Twin Room,Family,1,May 2024,2024,May,9.0,Superb,No review,No review
Portugal,Double Room,Family,1,June 2024,2024,June,9.0,Superb,No review,No review
Portugal,Double Room,Family,1,June 2024,2024,June,8.0,Very good,No review,No review
Colombia,Double Room,Family,1,June 2024,2024,June,10.0,Exceptional,No review,No review
Spain,Double Room,Solo traveller,5,May 2024,2024,May,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,June 2024,2024,June,8.0,Very good,No review,No review
Portugal,Double Room,Family,2,May 2024,2024,May,3.0,Poor,No review,No review
Portugal,Twin Room,Couple,2,May 2024,2024,May,10.0,Exceptional,No review,No review
France,Twin Room,Family,2,May 2024,2024,May,3.0,Poor,No review,No review
Brazil,Single Room,Solo traveller,1,April 2024,2024,April,8.0,Very good,No review,No review
France,Twin Room,Family,1,May 2024,2024,May,9.0,Superb,No review,No review
Portugal,Twin Room,Solo traveller,2,May 2024,2024,May,8.0,Very good,No review,No review
Brazil,Twin Room,Solo traveller,2,May 2024,2024,May,8.0,Very good,No review,No review
Portugal,Single Room,Solo traveller,1,May 2024,2024,May,3.0,Poor,No review,No review
Portugal,Twin Room,Family,2,May 2024,2024,May,8.0,Very good,No review,No review
Portugal,Twin Room,Family,2,May 2024,2024,May,10.0,Exceptional,No review,No review
Germany,Single Room,Solo traveller,7,April 2024,2024,April,9.0,Superb,No review,No review
Tunisia,Single Room,Solo traveller,2,April 2024,2024,April,9.0,Superb,No review,No review
Switzerland,Double Room,Couple,1,April 2024,2024,April,4.0,Disappointing,No review,No review
Switzerland,Double Room,Family,1,March 2024,2024,March,3.0,Poor,No review,No review
Portugal,Double Room,Family,2,March 2024,2024,March,10.0,Exceptional,No review,No review
France,Double Room,Couple,3,March 2024,2024,March,9.0,Superb,No review,No review
Portugal,Single Room,Solo traveller,1,March 2024,2024,March,8.0,Very good,No review,No review
Portugal,Double Room,Couple,2,March 2024,2024,March,8.0,Very good,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,January 2024,2024,January,1.0,Bad,No review,No review
Finland,Twin Room,Family,2,February 2024,2024,February,8.0,Very good,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,2,January 2024,2024,January,9.0,Superb,No review,No review
Portugal,Twin Room,Couple,1,January 2024,2024,January,1.0,Bad,No review,No review
Brazil,Double Room,Family,2,December 2023,2023,December,8.0,Very good,No review,No review
Portugal,Double Room,Family,1,December 2023,2023,December,10.0,Exceptional,No review,No review
Spain,Twin Room,Couple,1,December 2023,2023,December,4.0,Disappointing,No review,No review
Brazil,Double Room,Solo traveller,1,December 2023,2023,December,9.0,Superb,No review,No review
Portugal,Double Room,Couple,1,December 2023,2023,December,9.0,Superb,No review,No review
Spain,Double Room,Solo traveller,3,December 2023,2023,December,10.0,Exceptional,No review,No review
Spain,Double Room,Solo traveller,2,November 2023,2023,November,9.0,Superb,No review,No review
Portugal,Twin Room,Couple,1,December 2023,2023,December,4.0,Disappointing,No review,No review
Brazil,Double Room,Family,8,November 2023,2023,November,10.0,Exceptional,No review,No review
Brazil,Single Room,Solo traveller,2,November 2023,2023,November,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,November 2023,2023,November,1.0,Bad quality,No review,No review
Brazil,Double Room,Family,10,November 2023,2023,November,10.0,Exceptional,No review,No review
France,Single Room,Solo traveller,1,November 2023,2023,November,9.0,Superb,No review,No review
France,Single Room,Solo traveller,1,October 2023,2023,October,8.0,Very good,No review,No review
Portugal,Single Room,Solo traveller,1,October 2023,2023,October,1.0,Bad,No review,No review
France,Twin Room,Family,1,September 2023,2023,September,8.0,Very good,No review,No review
Netherlands,Double Room,Family,4,October 2023,2023,October,8.0,Very good,No review,No review
Portugal,Double Room,Couple,1,October 2023,2023,October,2.0,Very poor,No review,No review
Portugal,Single Room,Solo traveller,2,October 2023,2023,October,9.0,Superb,No review,No review
Spain,Twin Room,Solo traveller,1,October 2023,2023,October,4.0,Disappointing,No review,No review
Portugal,Double Room,Family,2,September 2023,2023,September,8.0,Very good,No review,No review
Cape Verde,Single Room,Solo traveller,1,October 2023,2023,October,9.0,Superb,No review,No review
Brazil,Double Room,Couple,4,October 2023,2023,October,8.0,Very good,No review,No review
France,Single Room,Solo traveller,2,October 2023,2023,October,8.0,Very good,No review,No review
Portugal,Double Room,Couple,2,October 2023,2023,October,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,October 2023,2023,October,8.0,Very good,No review,No review
Portugal,Double Room,Family,1,October 2023,2023,October,4.0,Disappointing,No review,No review
Portugal,Double Room,Family,1,September 2023,2023,September,10.0,Exceptional,No review,No review
Luxembourg,Double Room,Couple,2,September 2023,2023,September,8.0,Very good,No review,No review
Italy,Double Room,Couple,2,August 2023,2023,August,8.0,Very good,No review,No review
Portugal,Double Room,Group,1,September 2023,2023,September,9.0,Superb,No review,No review
Portugal,Twin Room,Couple,1,August 2023,2023,August,4.0,Disappointing,No review,No review
France,Double Room,Family,2,September 2023,2023,September,10.0,Exceptional,No review,No review
Poland,Double Room,Couple,3,September 2023,2023,September,8.0,Very good,No review,No review
Germany,Double Room,Solo traveller,1,September 2023,2023,September,1.0,Bad,No review,No review
Portugal,Double Room,Couple,1,September 2023,2023,September,2.0,Very poor,No review,No review
Spain,Twin Room,Family,1,September 2023,2023,September,8.0,Very good,No review,No review
Argentina,Twin Room,Couple,2,August 2023,2023,August,10.0,Highly recommended,No review,No review
Portugal,Double Room,Couple,2,August 2023,2023,August,9.0,Superb,No review,No review
Spain,Twin Room,Family,2,August 2023,2023,August,8.0,Very good,No review,No review
Germany,Double Room,Couple,2,August 2023,2023,August,3.0,Poor,No review,No review
Spain,Single Room,Solo traveller,4,August 2023,2023,August,10.0,Exceptional,No review,No review
Guatemala,Single Room,Solo traveller,2,August 2023,2023,August,8.0,Very good,No review,No review
Spain,Single Room,Family,5,August 2023,2023,August,8.0,Very good,No review,No review
Portugal,Double Room,Family,1,August 2023,2023,August,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,2,August 2023,2023,August,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,5,August 2023,2023,August,8.0,Very good,No review,No review
Slovakia,Single Room,Solo traveller,6,July 2023,2023,July,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,1,July 2023,2023,July,4.0,Disappointing,No review,No review
Spain,Double Room,Couple,2,July 2023,2023,July,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,2,July 2023,2023,July,4.0,Disappointing,No review,No review
Spain,Double Room,Couple,1,July 2023,2023,July,1.0,Bad,No review,No review
Brazil,Double Room,Family,9,July 2023,2023,July,10.0,Exceptional,No review,No review
Spain,Double Room,Family,1,June 2023,2023,June,3.0,Poor,No review,No review
France,Single Room,Group,3,June 2023,2023,June,8.0,Very good,No review,No review
Spain,Double Room,Couple,2,June 2023,2023,June,4.0,Disappointing,No review,No review
Netherlands,Single Room,Solo traveller,11,June 2023,2023,June,8.0,Very good,No review,No review
